"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent_q","attn_1","attn_2","Present_Capability_1","Present_Trust_1","Present_Why","Absent_Capability_1","Absent_Trust_1","Absent_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income"
"2023-11-20 10:55:02","2023-11-20 11:02:07","0","100","425","1","2023-11-20 11:02:08","R_eo0hpnvNIzYjLqN","anonymous","EN","1","1","2","","","","20","32","i need to see previous motion of the pedestrian to know whether or not they intend to cross the road. when i drive and see a pedestrian near the road i slow down anyway  to prepare for the unpredictable nature of pedestrians.","1","61","7","1","","48","3","","13"
"2023-11-20 10:58:33","2023-11-20 11:02:20","0","100","226","1","2023-11-20 11:02:20","R_1rJiuPZbVYgyESG","anonymous","EN","1","1","2","90","85","I think the AI has been trained to notice if the person is facing toward the other side, and is showing signs of crossing the road. ","","","","1","81","85","2","","45","3","","13"
"2023-11-20 10:53:31","2023-11-20 11:02:24","0","100","533","1","2023-11-20 11:02:25","R_2460S2RCIr0XLII","anonymous","EN","1","1","2","78","71","I think the vehicle is capable of doing what it was made to do","","","","1","74","52","1","","25","4","","11"
"2023-11-20 10:59:24","2023-11-20 11:02:30","0","100","186","1","2023-11-20 11:02:31","R_1FzHdxxiHUKaVvC","anonymous","EN","1","1","2","37","32","The software is very likely not able to predict whether the pedestrian will suddenly change their mind and begin to cross the road.","","","","1","34","10","1","","51","4","","14"
"2023-11-20 10:58:59","2023-11-20 11:02:31","0","100","211","1","2023-11-20 11:02:32","R_2tLIzQhNncujUQP","anonymous","EN","1","1","2","","","","20","60","I think that pedestrians often misjudge the speed of cards and do not care about courtesy because they believe pedestrians have the right away","1","62","40","1","","41","5","","11"
"2023-11-20 10:59:54","2023-11-20 11:02:34","0","100","160","1","2023-11-20 11:02:35","R_1GWdHOIEkbqNrTA","anonymous","EN","1","1","2","","","","14","49","I think it would be very hard to figure out what the pedestrian plans to do based off the image. I would think the AI can react but I also am not sure what decision the AI would make. ","1","55","36","1","","38","4","","13"
"2023-11-20 10:59:48","2023-11-20 11:02:36","0","100","167","1","2023-11-20 11:02:36","R_3ISqXq1GhjHiskV","anonymous","EN","1","1","2","77","68","AI predict and sketch all the things perfectly. It identify the humans, vehicle and parking areas really well. ","","","","1","71","46","1","","29","4","","12"
"2023-11-20 10:55:24","2023-11-20 11:02:36","0","100","432","1","2023-11-20 11:02:37","R_2D0vym0izPAVupY","anonymous","EN","1","1","2","70","70","I believe that the car has motion sensors to detect movement of pedestrians and will be able act appropriately when pedestrians are around.","","","","1","70","55","1","","43","4","","12"
"2023-11-20 11:01:15","2023-11-20 11:03:45","0","100","149","1","2023-11-20 11:03:46","R_2WYyLL335yvWAom","anonymous","EN","1","1","2","","","","65","85","I made my answer based off the fact it is hard to tell what the person is going to do in the image and if they are just standing on the side of the road or will soon start to cross outside in the road.","1","77","56","1","","33","3","","14"
"2023-11-20 11:02:10","2023-11-20 11:04:04","0","100","114","1","2023-11-20 11:04:05","R_YXPWyZE9QXAPUo9","anonymous","EN","1","1","2","20","0","The AI cannot be expected to understand the intentions of a human being.","","","","1","78","78","1","","46","4","","11"
"2023-11-20 11:05:54","2023-11-20 11:07:24","0","100","89","1","2023-11-20 11:07:25","R_2frrtYH0tGwDzqA","anonymous","EN","1","1","2","85","82","I'm sure it is able to identify that this person is not walking towards the road","","","","1","72","69","1","","40","1","","14"
"2023-11-20 10:55:48","2023-11-20 11:08:17","0","100","749","1","2023-11-20 11:08:18","R_XNFNBwP60VZk65z","anonymous","EN","1","1","2","63","60","i assume that AI can detect which way the person is facing and can determine their intentions, but i don't understand AI enough to know how or why. i also am really nervous about AI making decisions like this, so don't trust AI a lot. i am answering assuming the AI knows better than i trust it does, but is also trained to be cautious about pedestrians whether they assume intentions or not","","","","1","62","30","2","","43","1","","14"
"2023-11-20 11:06:34","2023-11-20 11:08:46","0","100","132","1","2023-11-20 11:08:47","R_z7RUu7kc6ciLvm9","anonymous","EN","1","1","2","","","","30","30","There is too much going on and I believe AI cannot predict if the person will cross the street.","1","51","80","1","","50","4","","11"
"2023-11-20 11:04:04","2023-11-20 11:09:43","0","100","339","1","2023-11-20 11:09:43","R_3oFmwXg0Q1l0eVq","anonymous","EN","1","1","2","","","","35","20","In the picture with labels, it appears the person on the right would be off the curb and possibly at the middle of the rear of the car, likely indicating intention to cross street as they are not on crosswalk. In light of everything going on in SF, CA with autonomous cars, I am not entirely sure the kinks from beta testing have been entirely worked out.","1","75","35","2","","60","5","","11"
"2023-11-20 11:17:00","2023-11-20 11:22:42","0","100","341","1","2023-11-20 11:22:42","R_RCCLyqIlikDfUOd","anonymous","EN","1","1","2","","","","0","50","I don't think it can detect that the person does not intend to cross the road because the person is standing by the crosswalk and it would seem like the person would want to cross the road. I don't know whether the vehicle would behave appropriately or not since this is a relatively new technology and mistakes could happen.","1","61","0","1","","55","3","","13"
"2023-11-20 11:22:11","2023-11-20 11:23:25","0","100","73","1","2023-11-20 11:23:26","R_BAjaeZ6OrzkEgEN","anonymous","EN","1","1","2","52","50","I am not confident at all in this type of artificial intelligence.  It makes me very nervous.","","","","1","60","51","1","","36","3","","12"
"2023-11-20 11:24:19","2023-11-20 11:26:20","0","100","121","1","2023-11-20 11:26:20","R_3PWYHRYPkssc10u","anonymous","EN","1","1","2","","","","44","40","I feel like the AI lacks the ablity to tell whether a human/pedestrian is going to cross or not brcause it's not always simple to tell.","1","75","44","1","","35","1","","14"
"2023-11-20 11:26:38","2023-11-20 11:33:42","0","100","424","1","2023-11-20 11:33:43","R_3LXej8sU9ohZTTt","anonymous","EN","1","1","2","75","76","I believe the technology can probably accurately predict this person is not trying to cross the road based on their stance and position. But i wasn't given this information so I am not positive.","","","","1","28","0","2","","45","4","","13"
"2023-11-20 11:32:12","2023-11-20 11:34:42","0","100","149","1","2023-11-20 11:34:43","R_A51nofQ4p0U2EtH","anonymous","EN","1","1","2","100","100","The man is standing still looking down at something in his hand.  Also there is another person standing next to the man but who is partially hidden. ","","","","1","71","72","1","","48","4","","12"
"2023-11-20 11:40:37","2023-11-20 11:42:56","0","100","138","1","2023-11-20 11:42:56","R_1AqKBe8SN7511jX","anonymous","EN","1","1","2","80","63","I think the AI system can detect that the person is facing towards the sidewalk and predicts the person will not cross the road.","","","","1","33","9","1","","36","1","","14"
"2023-11-20 11:53:01","2023-11-20 11:53:55","0","100","54","1","2023-11-20 11:53:56","R_12KHhBvjx9X3Isk","anonymous","EN","1","1","1","","","","","","","","","","","","","","",""
"2023-11-20 11:52:43","2023-11-20 11:55:15","0","100","152","1","2023-11-20 11:55:16","R_1Ld3UjV8tvUjCok","anonymous","EN","1","1","2","","","","19","35","I don't understand how it would even know. There is a lot going one.","1","66","19","1","","29","2","","14"
