StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ic,att_1,att_2,Present_Auto_10,Present_HandsOff_10,Present_Watch_10,Present_Nap_10,Faded_Auto_10,Faded_HandsOff_10,Faded_Watch_10,Faded_Nap_10,AI_Familiarity_1,Visual_Familiarity_1,license,gender,gender_4_TEXT,age,education,education_8_TEXT,income,workerID,hitID,assignmentId,Present_TimeVehicleStopped,Faded_TimeVehicleStopped
6/17/24 11:22,6/17/24 11:25,0,100,186,1,6/17/24 11:25,R_6UQQA667eBolY9X,anonymous,EN,1,2,2,,,,,80,80,85,80,60,0,1,2,,60,4,,10,,,,17.52,
6/17/24 11:22,6/17/24 11:25,0,100,210,1,6/17/24 11:25,R_5vdenXAPRny5mXn,anonymous,EN,1,2,2,,,,,70,80,100,20,50,50,1,2,,39,3,,10,,,,9.41,
6/17/24 11:22,6/17/24 11:25,0,100,187,1,6/17/24 11:25,R_7ukrw6ZRALkTj4B,anonymous,EN,1,2,1,80,70,50,20,,,,,90,75,1,2,,22,4,,13,,,,16.72,
6/17/24 11:21,6/17/24 11:26,0,100,292,1,6/17/24 11:26,R_7zbCEuV4MSp5vXo,anonymous,EN,1,2,2,,,,,28,29,50,8,74,56,1,2,,48,7,,12,,,,7.49,
6/17/24 11:23,6/17/24 11:26,0,100,176,1,6/17/24 11:26,R_3rLXVQbWvN4IoUx,anonymous,EN,1,2,1,,,,,0,6,3,0,10,15,1,2,,58,2,,13,,,,17.55,
6/17/24 11:25,6/17/24 11:26,0,100,92,1,6/17/24 11:26,R_7iBRPjv4WicKDgD,anonymous,EN,1,2,2,78,77,92,59,,,,,74,85,1,2,,56,5,,13,,,,17.24,
6/17/24 11:25,6/17/24 11:27,0,100,137,1,6/17/24 11:27,R_3KiISNnwmbyriqD,anonymous,EN,1,2,2,0,0,0,0,,,,,30,10,1,1,,62,4,,9,,,,7.58,
6/17/24 11:26,6/17/24 11:29,0,100,148,1,6/17/24 11:29,R_763kS8LwYC3p7V4,anonymous,EN,1,2,2,,,,,55,51,40,20,70,65,1,1,,23,4,,12,,,,11.67,
6/17/24 11:25,6/17/24 11:29,0,100,232,1,6/17/24 11:29,R_7sYhItlNNh9jXvS,anonymous,EN,1,2,1,,,,,40,57,9,4,78,10,1,2,,63,5,,9,,,,17.51,
6/17/24 11:19,6/17/24 11:29,0,100,611,1,6/17/24 11:29,R_6YnBeumuhUeeebK,anonymous,EN,1,2,2,66,81,77,76,,,,,72,71,1,2,,62,5,,12,,,,,
6/17/24 11:26,6/17/24 11:29,0,100,204,1,6/17/24 11:29,R_5HwrgNRS8Jj45Tr,anonymous,EN,1,2,2,0,0,0,0,,,,,77,7,1,2,,71,3,,10,,,,10.33,
6/17/24 11:27,6/17/24 11:30,0,100,167,1,6/17/24 11:30,R_3jVBaVHQG5d9sQu,anonymous,EN,1,2,2,,,,,70,50,30,1,60,0,1,2,,56,4,,11,,,,17.65,
6/17/24 11:28,6/17/24 11:30,0,100,127,1,6/17/24 11:30,R_71SxWHBEHdPVZ0l,anonymous,EN,1,2,2,,,,,50,24,0,5,96,97,1,2,,50,3,,11,,,,8.15,
6/17/24 11:26,6/17/24 11:30,0,100,265,1,6/17/24 11:30,R_6gN1pp1TodjE5B7,anonymous,EN,1,2,2,,,,,50,30,0,0,30,10,1,2,,79,5,,15,,,,17.39,
6/17/24 11:26,6/17/24 11:30,0,100,236,1,6/17/24 11:30,R_5KolBxXzbhFmTbb,anonymous,EN,1,2,1,100,100,0,0,,,,,77,52,1,1,,58,4,,11,,,,5.21,
6/17/24 11:28,6/17/24 11:30,0,100,151,1,6/17/24 11:31,R_5zPkOugXK0Yi1ti,anonymous,EN,1,2,2,65,40,30,0,,,,,70,50,1,2,,21,3,,11,,,,12.47,
6/17/24 11:24,6/17/24 11:31,0,100,405,1,6/17/24 11:31,R_1Kp7H2DVSErGdUM,anonymous,EN,1,2,1,21,31,31,3,,,,,82,31,1,2,,55,7,,9,,,,17.56,
6/17/24 11:26,6/17/24 11:31,0,100,289,1,6/17/24 11:31,R_1KDc2VXRzW6JYcx,anonymous,EN,1,2,2,,,,,100,70,70,20,75,67,1,2,,59,2,,12,,,,18.67,
6/17/24 11:29,6/17/24 11:32,0,100,175,1,6/17/24 11:32,R_5QSVhb1VGV4TsZG,anonymous,EN,1,2,2,,,,,70,80,10,18,90,50,1,1,,59,4,,13,,,,17.75,
6/17/24 11:28,6/17/24 11:32,0,100,222,1,6/17/24 11:32,R_1hgN5ZReSIOFZ6k,anonymous,EN,1,2,2,,,,,0,0,0,0,70,80,1,2,,62,3,,11,,,,9.44,
6/17/24 11:29,6/17/24 11:32,0,100,188,1,6/17/24 11:32,R_5BOUsNJbjDLmUFz,anonymous,EN,1,2,2,90,80,70,20,,,,,80,30,1,2,,58,3,,12,,,,18.27,
6/17/24 11:30,6/17/24 11:33,0,100,194,1,6/17/24 11:33,R_6EYRxreVg7adhoL,anonymous,EN,1,2,2,58,82,17,0,,,,,78,69,1,2,,57,5,,13,,,,17.71,
6/17/24 11:27,6/17/24 11:34,0,100,366,1,6/17/24 11:34,R_3OCcYd0bwleJQoz,anonymous,EN,1,2,2,,,,,0,0,0,0,49,0,1,2,,62,3,,10,,,,7.16,
6/17/24 11:31,6/17/24 11:34,0,100,136,1,6/17/24 11:34,R_31jc6kPCwrVHyTe,anonymous,EN,1,2,2,100,100,70,0,,,,,56,70,1,1,,20,3,,14,,,,18.19,
6/17/24 11:30,6/17/24 11:34,0,100,197,1,6/17/24 11:34,R_7jNRbIzOw8Vbn02,anonymous,EN,1,2,2,70,30,0,0,,,,,71,0,1,2,,49,5,,10,,,,12.84,
6/17/24 11:32,6/17/24 11:34,0,100,130,1,6/17/24 11:34,R_5o5zP3UxngYtzV3,anonymous,EN,1,2,2,,,,,57,54,43,80,60,9,1,2,,61,7,,9,,,,17.52,
6/17/24 11:20,6/17/24 11:35,0,100,855,1,6/17/24 11:35,R_3Retn4LuWOqDj6F,anonymous,EN,1,2,2,,,,,0,9,36,0,71,0,1,2,,56,3,,14,,,,9.48,
6/17/24 11:28,6/17/24 11:35,0,100,402,1,6/17/24 11:35,R_6r2k3j7I8zWEgnU,anonymous,EN,1,2,2,7,0,8,7,,,,,8,8,1,2,,60,7,,10,,,,19.3,
6/17/24 11:32,6/17/24 11:35,0,100,175,1,6/17/24 11:35,R_3ui9KfKWm2utbd7,anonymous,EN,1,2,2,,,,,25,25,0,0,30,30,1,2,,55,4,,11,,,,16.93,
6/17/24 11:33,6/17/24 11:35,0,100,138,1,6/17/24 11:35,R_7R29oAy6IeoSz3X,anonymous,EN,1,2,2,,,,,0,0,0,0,20,0,1,2,,58,4,,14,,,,8.72,
6/17/24 11:33,6/17/24 11:35,0,100,161,1,6/17/24 11:35,R_6AmlCjGfpF9GLwR,anonymous,EN,1,2,2,30,29,30,0,,,,,81,30,1,1,,64,5,,11,,,,8.68,
6/17/24 11:30,6/17/24 11:35,0,100,342,1,6/17/24 11:35,R_7qcjIDc7Hz6fwWZ,anonymous,EN,1,2,2,,,,,30,10,0,0,75,30,1,1,,71,1,,11,,,,18.47,
6/17/24 11:30,6/17/24 11:36,0,100,326,1,6/17/24 11:36,R_739Q1Ggs8mF9inQ,anonymous,EN,1,2,2,82,82,82,92,,,,,79,72,1,1,,67,4,,12,,,,5.49,
6/17/24 11:32,6/17/24 11:36,0,100,259,1,6/17/24 11:36,R_314CQDohE0XPcZ0,anonymous,EN,1,2,1,50,50,50,0,,,,,50,10,1,2,,56,3,,12,,,,7.45,
6/17/24 11:28,6/17/24 11:36,0,100,481,1,6/17/24 11:36,R_32EFQEHyhD5M9Cv,anonymous,EN,1,2,2,87,81,91,90,,,,,89,70,1,1,,21,4,,12,,,,19.3,
6/17/24 11:34,6/17/24 11:36,0,100,147,1,6/17/24 11:36,R_1fydG9VsEnSQgk2,anonymous,EN,1,2,2,,,,,77,77,100,3,81,23,1,1,,58,5,,12,,,,,
6/17/24 11:32,6/17/24 11:37,0,100,280,1,6/17/24 11:37,R_7TEQ3pSz5BiaJZs,anonymous,EN,1,2,1,29,29,29,0,,,,,65,61,1,2,,55,4,,13,,,,18.28,
6/17/24 11:33,6/17/24 11:37,0,100,194,1,6/17/24 11:37,R_5WCLsSBWSknZ01H,anonymous,EN,1,2,1,,,,,19,25,20,0,70,25,1,2,,56,5,,12,,,,17.31,
6/17/24 11:34,6/17/24 11:37,0,100,196,1,6/17/24 11:37,R_1JCFW7umNKDPJv3,anonymous,EN,1,2,2,40,35,30,0,,,,,70,50,1,1,,63,3,,11,,,,19.32,
6/17/24 11:35,6/17/24 11:37,0,100,120,1,6/17/24 11:37,R_6e2mhe1OoT53dA0,anonymous,EN,1,2,2,57,58,60,26,,,,,61,39,1,1,,55,6,,10,,,,16.36,
6/17/24 11:34,6/17/24 11:37,0,100,224,1,6/17/24 11:37,R_15T40oqhYvGu1oE,anonymous,EN,1,2,2,,,,,8,10,87,9,73,27,1,1,,38,5,,10,,,,17.69,
6/17/24 11:35,6/17/24 11:38,0,100,147,1,6/17/24 11:38,R_73kUr6FZRVvS7zr,anonymous,EN,1,2,2,0,0,0,0,,,,,82,30,2,1,,46,1,,15,,,,8.87,
6/17/24 11:35,6/17/24 11:38,0,100,164,1,6/17/24 11:38,R_3sdlUdZS6UEqFO1,anonymous,EN,1,2,2,71,56,0,0,,,,,60,0,2,1,,40,4,,12,,,,19.32,
6/17/24 11:32,6/17/24 11:38,0,100,354,1,6/17/24 11:38,R_507Zp7bFNtUHh4z,anonymous,EN,1,2,1,20,20,21,20,,,,,70,61,1,2,,59,5,,12,,,,17.68,
6/17/24 11:36,6/17/24 11:38,0,100,125,1,6/17/24 11:38,R_5CPXsL0YbEr42b0,anonymous,EN,1,2,1,,,,,45,70,40,10,72,50,1,1,,21,3,,14,,,,18.56,
6/17/24 11:37,6/17/24 11:39,0,100,112,1,6/17/24 11:39,R_69s2spcJvJkkaTm,anonymous,EN,1,2,2,,,,,64,74,6,5,68,41,1,1,,64,2,,9,,,,17.71,
6/17/24 11:39,6/17/24 11:42,0,100,165,1,6/17/24 11:42,R_6qHuJDASdAACMZX,anonymous,EN,1,2,2,50,82,50,0,,,,,71,1,1,2,,59,6,,10,,,,18.66,
6/17/24 11:38,6/17/24 11:42,0,100,225,1,6/17/24 11:42,R_5qlR0zjVlztACZN,anonymous,EN,1,2,2,0,0,0,0,,,,,60,0,1,2,,44,4,,12,,,,9.06,
6/17/24 11:39,6/17/24 11:42,0,100,198,1,6/17/24 11:42,R_6dtdLTAF9tApBef,anonymous,EN,1,2,2,,,,,20,70,30,20,70,30,1,2,,63,5,,12,,,,9.03,
6/17/24 11:39,6/17/24 11:42,0,100,173,1,6/17/24 11:42,R_32zr3aK9b7NLO73,anonymous,EN,1,2,2,6,4,0,0,,,,,70,66,2,2,,57,2,,14,,,,18.21,
6/17/24 11:35,6/17/24 11:43,0,100,468,1,6/17/24 11:43,R_7FkBHVnoBhlriJj,anonymous,EN,1,2,2,,,,,70,100,70,30,90,81,1,1,,22,3,,10,,,,6.5,
6/17/24 11:38,6/17/24 11:43,0,100,342,1,6/17/24 11:43,R_7FJaoM81ZF3bpBE,anonymous,EN,1,2,2,45,35,19,0,,,,,95,70,1,2,,58,7,,10,,,,18.67,
6/17/24 11:41,6/17/24 11:43,0,100,141,1,6/17/24 11:43,R_5PctrXwy9caW3hD,anonymous,EN,1,2,1,62,31,56,0,,,,,65,43,1,4,Nonbinary,24,4,,13,,,,9.42,
6/17/24 11:42,6/17/24 11:44,0,100,115,1,6/17/24 11:44,R_3SnFHVxKSNDEIdH,anonymous,EN,1,2,2,,,,,0,0,0,0,85,70,1,1,,54,4,,10,,,,7.29,
6/17/24 11:38,6/17/24 11:44,0,100,376,1,6/17/24 11:44,R_32apkCTWoctNi6H,anonymous,EN,1,2,1,,,,,85,85,39,38,40,40,1,2,,66,4,,9,,,,18.35,
6/17/24 11:43,6/17/24 11:45,0,100,136,1,6/17/24 11:45,R_5PTYWFtKstWhEXL,anonymous,EN,1,2,2,,,,,5,10,0,0,61,0,1,2,,56,4,,11,,,,8.4,
6/17/24 11:43,6/17/24 11:45,0,100,110,1,6/17/24 11:45,R_3YeSPfcOmWCUvhR,anonymous,EN,1,2,2,,,,,0,65,0,0,33,0,1,1,,24,1,,11,,,,16.77,
6/17/24 11:43,6/17/24 11:45,0,100,151,1,6/17/24 11:45,R_7oGgshFnAGsvMV9,anonymous,EN,1,2,2,70,70,0,0,,,,,70,51,1,1,,69,6,,10,,,,17.54,
6/17/24 11:42,6/17/24 11:45,0,100,196,1,6/17/24 11:45,R_5ggL62brv3pRhTP,anonymous,EN,1,2,2,,,,,50,45,35,20,60,25,1,2,,55,5,,11,,,,18.35,
6/17/24 11:44,6/17/24 11:46,0,100,127,1,6/17/24 11:46,R_3xEjH70GVmcVRIT,anonymous,EN,1,2,2,,,,,15,10,15,21,40,33,1,1,,62,4,,13,,,,6.96,
6/17/24 11:41,6/17/24 11:46,0,100,322,1,6/17/24 11:46,R_6GvbvryMBrrM9Px,anonymous,EN,1,2,2,,,,,15,15,15,0,70,20,1,2,,75,3,,10,,,,18.32,
6/17/24 11:42,6/17/24 11:47,0,100,283,1,6/17/24 11:47,R_7CCjaK4j6G5Nz5j,anonymous,EN,1,2,2,47,46,9,4,,,,,16,6,1,2,,66,7,,11,,,,18.91,
6/17/24 11:44,6/17/24 11:47,0,100,144,1,6/17/24 11:47,R_6e1n3eoomnnS3tv,anonymous,EN,1,2,2,85,80,85,90,,,,,60,60,1,1,,60,4,,10,,,,16.71,
6/17/24 11:44,6/17/24 11:47,0,100,161,1,6/17/24 11:47,R_1w4EN0Zlu4nEcYF,anonymous,EN,1,2,2,75,70,40,0,,,,,80,60,1,2,,45,4,,13,,,,16.76,
6/17/24 11:43,6/17/24 11:47,0,100,248,1,6/17/24 11:47,R_1NCBXDa0dnU5K4K,anonymous,EN,1,2,2,61,60,60,50,,,,,31,0,1,1,,63,4,,11,,,,19.16,
6/17/24 11:41,6/17/24 11:48,0,100,383,1,6/17/24 11:48,R_1KdJVWNkPT3GyUW,anonymous,EN,1,2,1,70,65,70,27,,,,,82,82,1,1,,59,3,,14,,,,19.32,
6/17/24 11:45,6/17/24 11:48,0,100,186,1,6/17/24 11:48,R_5ITnpCrk9doAsqJ,anonymous,EN,1,2,2,,,,,0,0,0,0,70,0,1,2,,71,3,,10,,,,1.25,
6/17/24 11:46,6/17/24 11:48,0,100,103,1,6/17/24 11:48,R_7Dj2anozPbXoCg4,anonymous,EN,1,2,2,10,10,0,0,,,,,61,70,1,1,,37,8,Technical,15,,,,16.35,
6/17/24 11:45,6/17/24 11:49,0,100,207,1,6/17/24 11:49,R_13d1XoGLe2E0PCt,anonymous,EN,1,2,2,10,30,0,0,,,,,46,53,1,2,,66,1,,13,,,,8.93,
6/17/24 11:44,6/17/24 11:49,0,100,258,1,6/17/24 11:49,R_5WPiBFc24t9H1J4,anonymous,EN,1,2,2,70,30,20,0,,,,,80,10,1,2,,76,6,,11,,,,18.72,
6/17/24 11:45,6/17/24 11:50,0,100,307,1,6/17/24 11:50,R_3k2jADv6ZZ5bqVI,anonymous,EN,1,2,2,,,,,9,0,0,0,20,50,2,2,,62,3,,14,,,,10.74,
6/17/24 11:45,6/17/24 11:50,0,100,302,1,6/17/24 11:50,R_7rrBwqqkgkEFoqJ,anonymous,EN,1,2,2,,,,,15,20,0,2,56,40,1,2,,66,4,,13,,,,17.63,
6/17/24 11:45,6/17/24 11:51,0,100,342,1,6/17/24 11:51,R_7Y2GyH7AB0OqFhj,anonymous,EN,1,2,2,,,,,50,72,29,0,61,0,1,2,,63,3,,14,,,,9.34,
6/17/24 11:50,6/17/24 11:51,0,100,78,1,6/17/24 11:51,R_6g0NtoI2g5ihZSr,anonymous,EN,1,2,2,,,,,0,0,0,0,67,55,1,1,,24,4,,11,,,,17.29,
6/17/24 11:49,6/17/24 11:51,0,100,127,1,6/17/24 11:52,R_7OvltEp1FgZyqLQ,anonymous,EN,1,2,2,,,,,0,0,0,0,54,20,1,2,,63,2,,13,,,,17.18,
6/17/24 11:50,6/17/24 11:52,0,100,100,1,6/17/24 11:52,R_1ojcOOSzsHTo0w1,anonymous,EN,1,2,2,71,60,52,70,,,,,83,50,1,1,,25,5,,12,,,,2.04,
6/17/24 11:49,6/17/24 11:52,0,100,144,1,6/17/24 11:52,R_7mOwOS5yXu9YTuG,anonymous,EN,1,2,2,60,31,79,4,,,,,72,17,1,2,,24,4,,10,,,,17.35,
6/17/24 11:45,6/17/24 11:52,0,100,398,1,6/17/24 11:52,R_3DJXIedtAm0vUc1,anonymous,EN,1,2,2,8,9,10,0,,,,,4,0,1,2,,72,3,,11,,,,8.26,
6/17/24 11:48,6/17/24 11:52,0,100,256,1,6/17/24 11:52,R_1Vr9i8Xfxu6kWC5,anonymous,EN,1,2,2,,,,,75,80,30,10,70,10,1,2,,75,4,,12,,,,,
6/17/24 11:50,6/17/24 11:52,0,100,148,1,6/17/24 11:52,R_3MGdq7unuo5TuDf,anonymous,EN,1,2,2,72,85,36,3,,,,,78,45,1,1,,22,1,,14,,,,18.65,
6/17/24 11:48,6/17/24 11:52,0,100,248,1,6/17/24 11:52,R_6KwD1rtVHMrZ6KW,anonymous,EN,1,2,2,,,,,29,0,3,0,7,1,1,1,,61,3,,15,,,,10.04,
6/17/24 11:48,6/17/24 11:53,0,100,240,1,6/17/24 11:53,R_706O8eMPqvphmP7,anonymous,EN,1,2,2,40,20,0,0,,,,,60,10,1,2,,64,3,,13,,,,9.1,
6/17/24 11:51,6/17/24 11:53,0,100,106,1,6/17/24 11:53,R_7HtVEc4pwcQpIG0,anonymous,EN,1,2,2,72,40,37,18,,,,,89,81,1,1,,62,4,,11,,,,8.1,
6/17/24 11:51,6/17/24 11:53,0,100,148,1,6/17/24 11:53,R_6PmA1EAksQqrnAW,anonymous,EN,1,2,2,,,,,0,0,0,0,10,0,1,3,,43,4,,11,,,,1.97,
6/17/24 11:46,6/17/24 11:54,0,100,446,1,6/17/24 11:54,R_62XD9gSFUwXU0Ze,anonymous,EN,1,2,2,,,,,0,0,0,0,85,85,1,1,,22,1,,14,,,,19.35,
6/17/24 11:51,6/17/24 11:54,0,100,182,1,6/17/24 11:54,R_5FbU3FRGIpQbhBg,anonymous,EN,1,2,2,0,0,0,0,,,,,71,0,1,1,,63,3,,14,,,,3.23,
6/17/24 11:51,6/17/24 11:55,0,100,254,1,6/17/24 11:55,R_126SLHfgPxAXPvX,anonymous,EN,1,2,2,,,,,31,40,4,1,29,28,1,2,,58,3,,10,,,,18.51,
6/17/24 11:51,6/17/24 11:55,0,100,263,1,6/17/24 11:55,R_60ufGKPvqtP15PJ,anonymous,EN,1,2,2,65,74,63,64,,,,,82,74,1,2,,65,4,,13,,,,19.32,
6/17/24 11:53,6/17/24 11:56,0,100,188,1,6/17/24 11:56,R_12WnJOJTZT5Rhik,anonymous,EN,1,2,2,,,,,3,3,0,0,50,0,1,2,,64,5,,11,,,,18.01,
6/17/24 11:54,6/17/24 11:56,0,100,109,1,6/17/24 11:56,R_7IZzSRihk1KqEtK,anonymous,EN,1,2,2,71,65,35,19,,,,,67,10,1,1,,23,4,,10,,,,19.32,
6/17/24 11:52,6/17/24 11:56,0,100,243,1,6/17/24 11:56,R_52JxsMCWXjvLUAm,anonymous,EN,1,2,1,70,100,73,31,,,,,80,23,1,2,,45,2,,13,,,,16.34,
6/17/24 11:53,6/17/24 11:56,0,100,209,1,6/17/24 11:56,R_6BtVjXrucr268bY,anonymous,EN,1,2,1,80,50,0,0,,,,,92,68,1,1,,19,3,,9,,,,16.67,
6/17/24 11:55,6/17/24 11:56,0,100,94,1,6/17/24 11:56,R_7F8kpBknlfbi9Px,anonymous,EN,1,2,2,,,,,15,15,33,0,87,51,1,2,,58,7,,12,,,,18.55,
6/17/24 11:55,6/17/24 11:57,0,100,141,1,6/17/24 11:57,R_3CUk3ejnO378Z3F,anonymous,EN,1,2,2,,,,,70,30,60,0,90,60,2,1,,22,4,,9,,,,16.91,
6/17/24 11:54,6/17/24 11:57,0,100,179,1,6/17/24 11:57,R_3fizXpgluGAuZPf,anonymous,EN,1,2,2,5,5,0,0,,,,,56,0,1,2,,65,7,,11,,,,17.88,
6/17/24 11:47,6/17/24 11:58,0,100,630,1,6/17/24 11:58,R_5CU09qXvUw1QiGJ,anonymous,EN,1,2,2,68,69,76,67,,,,,77,26,1,1,,50,4,,12,,,,19.32,
6/17/24 11:53,6/17/24 11:58,0,100,298,1,6/17/24 11:58,R_1Gs4yvN7pQTdx8t,anonymous,EN,1,2,2,,,,,0,0,0,0,50,0,2,2,,57,2,,11,,,,19.32,
6/17/24 11:53,6/17/24 11:59,0,100,351,1,6/17/24 11:59,R_76zjCPbdfOjsdRT,anonymous,EN,1,2,2,50,52,47,24,,,,,10,5,1,2,,55,4,,9,,,,18.22,
6/17/24 11:56,6/17/24 11:59,0,100,166,1,6/17/24 11:59,R_6ZWj0cK5pO1ak92,anonymous,EN,1,2,2,,,,,0,0,20,0,50,10,1,2,,55,3,,12,,,,17.79,
6/17/24 11:55,6/17/24 11:59,0,100,259,1,6/17/24 11:59,R_1cYD7ThgGwESD4T,anonymous,EN,1,2,2,,,,,66,71,71,60,71,57,1,1,,23,7,,1,,,,19.31,
6/17/24 11:49,6/17/24 12:00,0,100,622,1,6/17/24 12:00,R_728Qtp2OP8OVw07,anonymous,EN,1,2,2,30,19,8,0,,,,,29,0,1,2,,61,3,,11,,,,7.68,
6/17/24 11:56,6/17/24 12:00,0,100,239,1,6/17/24 12:00,R_7Es4SA8fetUvZIi,anonymous,EN,1,2,2,,,,,72,79,50,38,71,68,1,1,,63,4,,11,,,,19.32,
6/17/24 11:55,6/17/24 12:00,0,100,289,1,6/17/24 12:00,R_1U3rPdCv8cMymSR,anonymous,EN,1,2,2,16,0,0,0,,,,,53,1,1,1,,65,2,,11,,,,17.81,
6/17/24 11:55,6/17/24 12:00,0,100,302,1,6/17/24 12:00,R_6QAVRhZOa4bFTCT,anonymous,EN,1,2,2,70,70,65,0,,,,,100,50,1,2,,56,6,,11,,,,18.38,
6/17/24 11:55,6/17/24 12:00,0,100,300,1,6/17/24 12:00,R_1PuswnL6818FlzI,anonymous,EN,1,2,2,,,,,60,55,65,0,60,50,1,2,,24,3,,14,,,,17.26,
6/17/24 11:58,6/17/24 12:01,0,100,194,1,6/17/24 12:01,R_7n8awQhK7krDnuC,anonymous,EN,1,2,2,40,20,0,0,,,,,40,29,1,2,,58,4,,13,,,,17.51,
6/17/24 11:59,6/17/24 12:02,0,100,182,1,6/17/24 12:02,R_1fraGy4GnkKrwVG,anonymous,EN,1,2,2,,,,,80,85,80,60,62,25,1,2,,67,4,,12,,,,9.39,
6/17/24 11:58,6/17/24 12:02,0,100,211,1,6/17/24 12:02,R_6BmV05mfjYFvloi,anonymous,EN,1,2,2,,,,,0,0,0,0,78,51,1,2,,57,7,,11,,,,9.86,
6/17/24 11:58,6/17/24 12:02,0,100,226,1,6/17/24 12:02,R_6CDIwXX9CWvrVFe,anonymous,EN,1,2,2,10,0,0,0,,,,,72,25,1,1,,73,1,,10,,,,10.03,
6/17/24 11:57,6/17/24 12:02,0,100,301,1,6/17/24 12:02,R_7uD1e8Xf2g3fTl5,anonymous,EN,1,2,2,,,,,0,0,0,0,69,27,1,2,,57,3,,14,,,,9.6,
6/17/24 11:59,6/17/24 12:02,0,100,236,1,6/17/24 12:02,R_5TvdE6fqWF3sxvX,anonymous,EN,1,2,2,,,,,71,49,86,50,85,30,1,2,,60,1,,13,,,,19,
6/17/24 11:58,6/17/24 12:03,0,100,316,1,6/17/24 12:03,R_1tG9uDjxotBtKnd,anonymous,EN,1,2,2,,,,,0,0,0,0,73,71,1,2,,68,3,,10,,,,17.79,
6/17/24 11:58,6/17/24 12:03,0,100,274,1,6/17/24 12:03,R_7FEYLBp5JQj9tVI,anonymous,EN,1,2,2,80,70,0,0,,,,,81,10,1,2,,56,4,,11,,,,10.05,
6/17/24 12:01,6/17/24 12:03,0,100,154,1,6/17/24 12:03,R_6gA2DQm6vVNFJpG,anonymous,EN,1,2,2,,,,,0,0,0,0,92,81,1,1,,23,4,,8,,,,17.19,
6/17/24 11:59,6/17/24 12:04,0,100,259,1,6/17/24 12:04,R_7VOMLZE6ENC9NCX,anonymous,EN,1,2,2,50,50,45,50,,,,,85,70,1,1,,56,5,,10,,,,19.32,
6/17/24 11:45,6/17/24 12:04,0,100,1154,1,6/17/24 12:04,R_5cAsErzhBlEsdoJ,anonymous,EN,1,2,2,70,60,65,0,,,,,70,51,2,2,,59,4,,10,,,,19.32,
6/17/24 11:56,6/17/24 12:04,0,100,511,1,6/17/24 12:04,R_7DKB57ejhi8jIqJ,anonymous,EN,1,2,2,,,,,91,96,25,10,98,53,1,1,,59,1,,15,,,,17.44,
6/17/24 12:02,6/17/24 12:04,0,100,126,1,6/17/24 12:04,R_7oOfrLmOyNWGt3j,anonymous,EN,1,2,1,60,20,29,0,,,,,90,60,1,1,,23,3,,9,,,,18.42,
6/17/24 12:02,6/17/24 12:05,0,100,155,1,6/17/24 12:05,R_3NCZkV8qashzSu7,anonymous,EN,1,2,2,,,,,50,26,60,0,75,26,2,1,,22,3,,14,,,,19.31,
6/17/24 11:52,6/17/24 12:05,0,100,784,1,6/17/24 12:05,R_7GKKww7jkf3qP3b,anonymous,EN,1,2,2,,,,,50,25,14,0,50,50,1,2,,42,5,,10,,,,9.46,
6/17/24 12:04,6/17/24 12:06,0,100,130,1,6/17/24 12:06,R_7N8UHiwjWJlHWlX,anonymous,EN,1,2,1,,,,,71,71,69,0,80,70,1,1,,19,1,,10,,,,17.15,
6/17/24 12:05,6/17/24 12:07,0,100,84,1,6/17/24 12:07,R_6ONuIqMSVEXI1U7,anonymous,EN,1,2,2,28,89,61,0,,,,,67,91,1,1,,21,4,,10,,,,17.92,
6/17/24 12:02,6/17/24 12:07,0,100,292,1,6/17/24 12:07,R_7ykC8BajrZ5qfWd,anonymous,EN,1,2,2,20,20,72,33,,,,,67,0,1,1,,67,5,,15,,,,19.32,
6/17/24 12:00,6/17/24 12:07,0,100,404,1,6/17/24 12:07,R_1xDndE9tPjiiYQP,anonymous,EN,1,2,2,100,100,100,100,,,,,90,80,1,1,,58,1,,13,,,,,
6/17/24 11:57,6/17/24 12:08,0,100,657,1,6/17/24 12:08,R_74vpqgnMzk5tk0a,anonymous,EN,1,2,1,29,40,34,0,,,,,61,7,1,2,,21,2,,11,,,,8.5,
6/17/24 12:05,6/17/24 12:09,0,100,184,1,6/17/24 12:09,R_1RfQ0pl9b1kHic4,anonymous,EN,1,2,2,0,0,0,0,,,,,71,50,1,1,,63,4,,11,,,,9.33,
6/17/24 12:09,6/17/24 12:11,0,100,141,1,6/17/24 12:11,R_1qrY892QmtwfAQf,anonymous,EN,1,2,2,,,,,55,66,62,56,70,69,1,1,,24,4,,11,,,,18.07,
6/17/24 12:08,6/17/24 12:11,0,100,166,1,6/17/24 12:11,R_73cX3NcHHSMFkZn,anonymous,EN,1,2,2,71,72,50,50,,,,,77,21,1,1,,60,3,,12,,,,16.73,
6/17/24 12:09,6/17/24 12:11,0,100,121,1,6/17/24 12:11,R_6ypW2DR008HJy2x,anonymous,EN,1,2,2,50,70,0,0,,,,,50,35,1,4,Agender,22,3,,13,,,,11.26,
6/17/24 12:09,6/17/24 12:12,0,100,196,1,6/17/24 12:12,R_7NaAqM7wGC5j4qK,anonymous,EN,1,2,2,,,,,100,100,100,100,50,7,1,1,,67,4,,14,,,,,
